offer_id,affiliate_link,sku,name,brand,category,url,price,image_urls,inventory_quantity
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fcyber-k-type-100cm-wire-f-temperature-test-thermocouple-sensor-probe-tester-to-350-intl-2523404.html,OE680HLAA1I32KVNAMZ-2422135,Cyber K-type 100cm Wire f. Temperature Test Thermocouple Sensor Probe Tester to 350ﾃ?ﾟ - Intl,,Home & Living,http://www.lazada.vn/cyber-k-type-100cm-wire-f-temperature-test-thermocouple-sensor-probe-tester-to-350-intl-2523404.html,110000.0,"[http://static.lazada.vn/p/image-4043252-a4b8ba5496b710632701b2c5d3adfeed-product.jpg, http://static.lazada.vn/p/image-4043252-d16a7b42cd3610fe13216b04f12301ff-product.jpg, http://static.lazada.vn/p/image-4043252-7fc9aef30a6eca83c339a57bdbc0a38b-product.jpg]",
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2F2-52mm-universel-8-16v-led-voltmtre-tension-gauge-tableau-manometre-voiture-intl-2368823.html,OE680OTAA1ERSNVNAMZ-2234484,"2\"" 52mm Universel 8 -16V LED Voltmﾊtre Tension Gauge Tableau Manometre Voiture - Intl",,Motors,http://www.lazada.vn/2-52mm-universel-8-16v-led-voltmtre-tension-gauge-tableau-manometre-voiture-intl-2368823.html,334000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fajustable-chevillre-support-bande-bandage-protection-genou-cheville-coude-sport-intl-2359119.html,OE680SPAA1EKB3VNAMZ-2222397,Ajustable Chevillﾊre Support Bande Bandage Protection Genou Cheville Coude Sport - Intl,,Sports & Outdoors,http://www.lazada.vn/ajustable-chevillre-support-bande-bandage-protection-genou-cheville-coude-sport-intl-2359119.html,214000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fsonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-blue-intl-2393969.html,OE680SPAA1FB75VNAMZ-2259681,Sonnette Corne Cloche Anneau Sirﾊne Alarme Guidon Sonore Vﾂlo Bicyclette Metal Blue - Intl,,Sports & Outdoors,http://www.lazada.vn/sonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-blue-intl-2393969.html,114000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fsonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-black-intl-2394421.html,OE680SPAA1FBJPVNAMZ-2260136,Sonnette Corne Cloche Anneau Sirﾊne Alarme Guidon Sonore Vﾂlo Bicyclette Metal Black - Intl,,Sports & Outdoors,http://www.lazada.vn/sonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-black-intl-2394421.html,112000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fsonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-silver-intl-2394427.html,OE680SPAA1FBJVVNAMZ-2260143,Sonnette Corne Cloche Anneau Sirﾊne Alarme Guidon Sonore Vﾂlo Bicyclette Metal Silver - Intl,,Sports & Outdoors,http://www.lazada.vn/sonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-silver-intl-2394427.html,112000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fsonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-black-intl-2394506.html,OE680SPAA1FBM2VNAMZ-2260223,Sonnette Corne Cloche Anneau Sirﾊne Alarme Guidon Sonore Vﾂlo Bicyclette Metal (Black) - Intl,,Sports & Outdoors,http://www.lazada.vn/sonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-black-intl-2394506.html,112000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fsonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-silver-intl-2394824.html,OE680SPAA1FBUWVNAMZ-2260541,Sonnette Corne Cloche Anneau Sirﾊne Alarme Guidon Sonore Vﾂlo Bicyclette Metal Silver - Intl,,Sports & Outdoors,http://www.lazada.vn/sonnette-corne-cloche-anneau-sirne-alarme-guidon-sonore-vlo-bicyclette-metal-silver-intl-2394824.html,112000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2F2x-elastique-coudire-support-protection-coude-pr-volley-ball-basket-ball-sport-intl-2395297.html,OE680SPAA1FC81VNAMZ-2261013,2x Elastique Coudiﾊre Support Protection Coude Pr Volley-ball Basket-ball Sport - Intl,,Sports & Outdoors,http://www.lazada.vn/2x-elastique-coudire-support-protection-coude-pr-volley-ball-basket-ball-sport-intl-2395297.html,144000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fajustable-chevillre-support-bande-bandage-protection-genou-cheville-coude-sport-intl-2397043.html,OE680SPAA1FDKJVNAMZ-2262764,Ajustable Chevillﾊre Support Bande Bandage Protection Genou Cheville Coude Sport - Intl,,Sports & Outdoors,http://www.lazada.vn/ajustable-chevillre-support-bande-bandage-protection-genou-cheville-coude-sport-intl-2397043.html,214000.0,[],
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fbaby-child-foam-play-letter-print-puzzle-floor-matsmulticolor-intl-2513229.html,OE680TBAA1HV7XVNAMZ-2399220,Baby Child Foam Play Letter Print Puzzle Floor Matsﾋﾬ?Multicolorﾋﾬ? - Intl,,Toys & Games,http://www.lazada.vn/baby-child-foam-play-letter-print-puzzle-floor-matsmulticolor-intl-2513229.html,587100.0,"[http://static.lazada.vn/p/image-9223152-89e12b15719a8b64222355654eedbfeb-product.jpg, http://static.lazada.vn/p/image-9223152-6842ff061a2e4109bc9addcc02659a70-product.jpg, http://static.lazada.vn/p/image-9223152-2189eeed508cf647408c0e53e2aea473-product.jpg, http://static.lazada.vn/p/image-9223152-aed3c7e0dca49eafcdfb2a2fb8f3f256-product.jpg, http://static.lazada.vn/p/image-9223152-88d505cd8d645840a0e73738ac36405b-product.jpg]",
lazada,http://go.masoffer.net/v0s/9b-LDizFn8doJoxVrxbrRg?go=http%3A%2F%2Fwww.lazada.vn%2Fcyber-new-womens-hoodie-down-warm-outerwear-cardigan-jacket-coatblack-intl-2511839.html,UN725FAAA1HU5BVNAMZ-2397372,Cyber New Womenﾃ??s Hoodie Down Warm Outerwear Cardigan Jacket Coat(Black) - Intl,,Fashion,http://www.lazada.vn/cyber-new-womens-hoodie-down-warm-outerwear-cardigan-jacket-coatblack-intl-2511839.html,494400.0,"[http://static.lazada.vn/p/image-9381152-765f6ba54b72b0a90601be2511ad53b0-product.jpg, http://static.lazada.vn/p/image-9381152-81549c705febe628857644366bffc969-product.jpg]",
